group_id,record_type,reinsurer,participation,tipo,reasegurado,asegurado,direccion,periodo_inicio,periodo_fin,actividad,estimado_ingresos,interes_asegurable,limite_max_res,riesgos_cubiertos,condiciones_reaseguro,exclusiones,deducibles,prima_neta,soporte,base_cobertura,territorialidad,jurisdiccion,terminos_pago,anexos_clausulas,panel_participantes
318,Cotizacion,Reasegurador 8,89,Reaseguro Facultativo de Autos,"Mutua Mexicana, Seguros Central, S.A.",Energía Epsilon,"Av. Reforma 836, Col. Centro, Monterrey, México",2025-03-30,2027-02-04,Comercio minorista,15620302,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,7500000,"Robo, Agua, Incendio, Terremoto, Vandalismo, Responsabilidad civil, Daños eléctricos, Pérdida de ingresos","Texto LMA 6000A, Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Arbitraje internacional, Gastos de defensa incluidos","Guerra y terrorismo, Actos delictivos","General: USD 77,000; Robo: USD 71,000; Terremoto: USD 96,000; Daños eléctricos: USD 89,000; Pérdida de ingresos: USD 5,000",4239912,89% parte del 100%,Suma Directa,Estados Unidos,Leyes Latam,30 días,"LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones)",
318,Cotizacion,Reasegurador 7,11,Reaseguro Facultativo de Autos,"Mutua Mexicana, Seguros Central, S.A.",Energía Epsilon,"Av. Reforma 836, Col. Centro, Monterrey, México",2025-03-30,2027-02-04,Comercio minorista,15620302,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,7500000,"Robo, Agua, Incendio, Terremoto, Vandalismo, Responsabilidad civil, Daños eléctricos, Pérdida de ingresos","Texto LMA 6000A, Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Arbitraje internacional, Gastos de defensa incluidos","Guerra y terrorismo, Actos delictivos","General: USD 77,000; Robo: USD 71,000; Terremoto: USD 96,000; Daños eléctricos: USD 89,000; Pérdida de ingresos: USD 5,000",524034,11% parte del 100%,Suma Directa,Estados Unidos,Leyes Latam,30 días,"LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones)",
319,Nota,,,Reaseguro Facultativo de Vida,"Mutua Mexicana, Seguros Central, S.A.",Energía Epsilon,"Boulevard Hidalgo 180, Col. Juárez, Puebla, México",2025-08-12,2027-12-05,Fabricación de automóviles,17292438,Responsabilidad civil y pérdidas operacionales,1000000,"Robo, Responsabilidad civil, Incendio, Vandalismo, Daños eléctricos, Terremoto, Pérdida de ingresos, Agua","Sujeto a LMA 2001, Arbitraje internacional, Cancelación por mutuo acuerdo, Texto LMA 6000A","Daños intencionales, Negligencia grave, Contaminación, Guerra y terrorismo","General: USD 4,000; Robo: USD 34,000; Terremoto: USD 67,000; Daños eléctricos: USD 41,000; Pérdida de ingresos: USD 54,000",8082851,100% parte del 100%,Ocurrencia,México,Leyes de Estados Unidos,60 días,"NMA 2738 (Control de Reclamos), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua), NMA 464 (Exclusión de Guerra y Guerra Civil)",Reasegurador 14 100% parte del 100%
319,Cotizacion,Reasegurador 14,100,Reaseguro Facultativo de Vida,"Mutua Mexicana, Seguros Central, S.A.",Energía Epsilon,"Boulevard Hidalgo 180, Col. Juárez, Puebla, México",2025-08-12,2027-12-05,Fabricación de automóviles,17292438,Responsabilidad civil y pérdidas operacionales,1000000,"Robo, Responsabilidad civil, Incendio, Vandalismo, Daños eléctricos, Terremoto, Pérdida de ingresos, Agua","Sujeto a LMA 2001, Arbitraje internacional, Cancelación por mutuo acuerdo, Texto LMA 6000A","Daños intencionales, Negligencia grave, Contaminación, Guerra y terrorismo","General: USD 4,000; Robo: USD 34,000; Terremoto: USD 67,000; Daños eléctricos: USD 41,000; Pérdida de ingresos: USD 54,000",8082851,100% parte del 100%,Ocurrencia,México,Leyes de Estados Unidos,60 días,"NMA 2738 (Control de Reclamos), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua), NMA 464 (Exclusión de Guerra y Guerra Civil)",
320,Nota,,,Reaseguro Facultativo de Salud,"Seguros Central, S.A., Promex",Energía Epsilon,"Calle Insurgentes 998, Col. Centro, Monterrey, México",2026-11-03,2029-06-20,Exploración minera,19453120,Responsabilidad civil y pérdidas operacionales,7500000,"Robo, Responsabilidad civil, Agua, Daños eléctricos","Cancelación por mutuo acuerdo, Sujeto a LMA 2001, Gastos de defensa incluidos","Negligencia grave, Inestabilidad política","General: USD 99,000; Robo: USD 82,000; Terremoto: USD 21,000; Daños eléctricos: USD 1,000; Pérdida de ingresos: USD 30,000",7213884,100% parte del 100%,Ocurrencia,México,Leyes de Canadá,60 días,"LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 2962 (Exclusión de Daños por Agua), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones)",Virgo 51% parte del 100%; Reasegurador 14 34% parte del 100%; Sirius 15% parte del 100%
320,Cotizacion,Virgo,51,Reaseguro Facultativo de Salud,"Seguros Central, S.A., Promex",Energía Epsilon,"Calle Insurgentes 998, Col. Centro, Monterrey, México",2026-11-03,2029-06-20,Exploración minera,19453120,Responsabilidad civil y pérdidas operacionales,7500000,"Robo, Responsabilidad civil, Agua, Daños eléctricos","Cancelación por mutuo acuerdo, Sujeto a LMA 2001, Gastos de defensa incluidos","Negligencia grave, Inestabilidad política","General: USD 99,000; Robo: USD 82,000; Terremoto: USD 21,000; Daños eléctricos: USD 1,000; Pérdida de ingresos: USD 30,000",3679080,51% parte del 100%,Ocurrencia,México,Leyes de Canadá,60 días,"LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 2962 (Exclusión de Daños por Agua), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones)",
320,Cotizacion,Reasegurador 14,34,Reaseguro Facultativo de Salud,"Seguros Central, S.A., Promex",Energía Epsilon,"Calle Insurgentes 998, Col. Centro, Monterrey, México",2026-11-03,2029-06-20,Exploración minera,19453120,Responsabilidad civil y pérdidas operacionales,7500000,"Robo, Responsabilidad civil, Agua, Daños eléctricos","Cancelación por mutuo acuerdo, Sujeto a LMA 2001, Gastos de defensa incluidos","Negligencia grave, Inestabilidad política","General: USD 99,000; Robo: USD 82,000; Terremoto: USD 21,000; Daños eléctricos: USD 1,000; Pérdida de ingresos: USD 30,000",2452720,34% parte del 100%,Ocurrencia,México,Leyes de Canadá,60 días,"LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 2962 (Exclusión de Daños por Agua), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones)",
320,Cotizacion,Sirius,15,Reaseguro Facultativo de Salud,"Seguros Central, S.A., Promex",Energía Epsilon,"Calle Insurgentes 998, Col. Centro, Monterrey, México",2026-11-03,2029-06-20,Exploración minera,19453120,Responsabilidad civil y pérdidas operacionales,7500000,"Robo, Responsabilidad civil, Agua, Daños eléctricos","Cancelación por mutuo acuerdo, Sujeto a LMA 2001, Gastos de defensa incluidos","Negligencia grave, Inestabilidad política","General: USD 99,000; Robo: USD 82,000; Terremoto: USD 21,000; Daños eléctricos: USD 1,000; Pérdida de ingresos: USD 30,000",1082082,15% parte del 100%,Ocurrencia,México,Leyes de Canadá,60 días,"LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 2962 (Exclusión de Daños por Agua), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones)",
321,Nota,,,Reaseguro Facultativo Todo Riesgo,"Promex, Aseguradora Nacional",Transportes Beta,"Prolongación Las Fuentes 290, Col. Santa Fe, Querétaro, México",2025-12-10,2027-06-14,Servicios financieros,15070277,Robo y vandalismo,1000000,"Incendio, Agua, Robo","Arbitraje internacional, Gastos de defensa incluidos, Cancelación por mutuo acuerdo, Sujeto a LMA 2001, Texto LMA 6000A","Guerra y terrorismo, Daños intencionales","General: USD 67,000; Robo: USD 13,000; Terremoto: USD 63,000; Daños eléctricos: USD 59,000; Pérdida de ingresos: USD 81,000",8988642,100% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,45 días,"LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",Reasegurador 19 14% parte del 100%; Taurus 42% parte del 100%; Reasegurador 8 44% parte del 100%
321,Cotizacion,Reasegurador 19,14,Reaseguro Facultativo Todo Riesgo,"Promex, Aseguradora Nacional",Transportes Beta,"Boulevard Hidalgo 519, Col. Santa Fe, Monterrey, México",2025-12-10,2027-06-14,Servicios financieros,15070277,Robo y vandalismo,1000000,"Incendio, Agua, Robo","Arbitraje internacional, Gastos de defensa incluidos, Cancelación por mutuo acuerdo, Sujeto a LMA 2001, Texto LMA 6000A","Guerra y terrorismo, Daños intencionales","General: USD 67,000; Robo: USD 13,000; Terremoto: USD 63,000; Daños eléctricos: USD 59,000; Pérdida de ingresos: USD 81,000",1258409,14% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,45 días,"LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
321,Cotizacion,Taurus,42,Reaseguro Facultativo Todo Riesgo,"Promex, Aseguradora Nacional",Transportes Beta,"Prolongación Las Fuentes 290, Col. Santa Fe, Querétaro, México",2025-12-10,2027-06-14,Servicios financieros,15070277,Robo y vandalismo,1000000,"Incendio, Agua, Robo","Arbitraje internacional, Gastos de defensa incluidos, Cancelación por mutuo acuerdo, Sujeto a LMA 2001, Texto LMA 6000A","Guerra y terrorismo, Contaminación, Daños intencionales, Actos delictivos, Inestabilidad política, Negligencia grave","General: USD 67,000; Robo: USD 13,000; Terremoto: USD 63,000; Daños eléctricos: USD 59,000; Pérdida de ingresos: USD 81,000",3775229,42% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,45 días,"LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
321,Cotizacion,Reasegurador 8,44,Reaseguro Facultativo Todo Riesgo,"Promex, Aseguradora Nacional",Transportes Beta,"Prolongación Las Fuentes 290, Col. Santa Fe, Querétaro, México",2027-01-19,2029-12-11,Servicios financieros,15070277,Robo y vandalismo,1000000,"Incendio, Agua, Robo","Arbitraje internacional, Gastos de defensa incluidos, Cancelación por mutuo acuerdo, Sujeto a LMA 2001, Texto LMA 6000A","Guerra y terrorismo, Daños intencionales","General: USD 67,000; Robo: USD 13,000; Terremoto: USD 63,000; Daños eléctricos: USD 59,000; Pérdida de ingresos: USD 81,000",3955002,44% parte del 100%,Suma Agregada,Canadá,Leyes mexicanas,45 días,"LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks)",
322,Nota,,,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Grupo Financiero Unión",Energía Epsilon,"Calle Insurgentes 303, Col. Centro, Monterrey, México",2024-05-07,2027-02-15,Desarrollo de software,18850832,Responsabilidad civil y pérdidas operacionales,1000000,"Terremoto, Agua, Incendio, Daños eléctricos, Pérdida de ingresos, Robo","Gastos de defensa incluidos, Sujeto a LMA 2001, Texto LMA 6000A, Cancelación por mutuo acuerdo","Actos delictivos, Negligencia grave, Guerra y terrorismo, Inestabilidad política","General: USD 93,000; Robo: USD 24,000; Terremoto: USD 8,000; Daños eléctricos: USD 12,000; Pérdida de ingresos: USD 18,000",6373159,100% parte del 100%,Suma Agregada,Estados Unidos,Leyes Latam,30 días,"NMA 2962 (Exclusión de Daños por Agua), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones)",Reasegurador 4 58% parte del 100%; Reasegurador 7 42% parte del 100%
322,Cotizacion,Reasegurador 4,58,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Grupo Financiero Unión",Energía Epsilon,"Calle Insurgentes 303, Col. Centro, Monterrey, México",2024-05-07,2027-02-15,Desarrollo de software,18850832,Responsabilidad civil y pérdidas operacionales,1000000,"Terremoto, Agua, Incendio, Daños eléctricos, Pérdida de ingresos, Robo","Gastos de defensa incluidos, Sujeto a LMA 2001, Texto LMA 6000A, Cancelación por mutuo acuerdo","Actos delictivos, Negligencia grave, Guerra y terrorismo, Inestabilidad política","General: USD 93,000; Robo: USD 24,000; Terremoto: USD 8,000; Daños eléctricos: USD 12,000; Pérdida de ingresos: USD 18,000",3696432,58% parte del 100%,Suma Agregada,Estados Unidos,Leyes Latam,30 días,"NMA 2962 (Exclusión de Daños por Agua), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones)",
322,Cotizacion,Reasegurador 7,42,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Grupo Financiero Unión",Energía Epsilon,"Calle Insurgentes 303, Col. Centro, Monterrey, México",2024-05-07,2027-02-15,Desarrollo de software,18850832,Responsabilidad civil y pérdidas operacionales,1000000,"Terremoto, Agua, Incendio, Daños eléctricos, Pérdida de ingresos, Robo","Gastos de defensa incluidos, Sujeto a LMA 2001, Texto LMA 6000A, Cancelación por mutuo acuerdo","Actos delictivos, Negligencia grave, Guerra y terrorismo, Inestabilidad política","General: USD 93,000; Robo: USD 24,000; Terremoto: USD 8,000; Daños eléctricos: USD 12,000; Pérdida de ingresos: USD 18,000",2676726,42% parte del 100%,Suma Agregada,Estados Unidos,Leyes Latam,30 días,"NMA 2962 (Exclusión de Daños por Agua), LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3100A (Limitación de Sanciones)",
323,Nota,,,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Grupo Financiero Unión",Energía Epsilon,"Camino Real 829, Col. Santa Fe, Ciudad de México, México",2027-08-11,2029-12-08,Administración de edificios corporativos y comerciales,4087304,Terremoto y huracanes,5000000,"Terremoto, Vandalismo, Robo, Pérdida de ingresos, Responsabilidad civil, Daños eléctricos","Cancelación por mutuo acuerdo, Gastos de defensa incluidos, Texto LMA 6000A","Contaminación, Inestabilidad política, Actos delictivos, Daños intencionales, Negligencia grave","General: USD 4,000; Robo: USD 58,000; Terremoto: USD 57,000; Daños eléctricos: USD 2,000; Pérdida de ingresos: USD 60,000",3757181,100% parte del 100%,Suma Directa,Estados Unidos,Leyes de Canadá,60 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2962 (Exclusión de Daños por Agua)",Reasegurador 3 20% parte del 100%; Reasegurador 18 80% parte del 100%
323,Cotizacion,Reasegurador 3,20,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Grupo Financiero Unión",Energía Epsilon,"Camino Real 829, Col. Santa Fe, Ciudad de México, México",2027-08-11,2029-12-08,Administración de edificios corporativos y comerciales,4087304,Terremoto y huracanes,5000000,"Terremoto, Vandalismo, Robo, Pérdida de ingresos, Responsabilidad civil, Daños eléctricos","Cancelación por mutuo acuerdo, Gastos de defensa incluidos, Texto LMA 6000A","Contaminación, Inestabilidad política, Actos delictivos, Daños intencionales, Negligencia grave","General: USD 4,000; Robo: USD 58,000; Terremoto: USD 57,000; Daños eléctricos: USD 2,000; Pérdida de ingresos: USD 60,000",751436,20% parte del 100%,Suma Directa,Estados Unidos,Leyes de Canadá,60 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2962 (Exclusión de Daños por Agua)",
323,Cotizacion,Reasegurador 18,80,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Grupo Financiero Unión",Energía Epsilon,"Camino Real 829, Col. Santa Fe, Ciudad de México, México",2027-08-11,2029-12-08,Administración de edificios corporativos y comerciales,4087304,Terremoto y huracanes,5000000,"Terremoto, Vandalismo, Robo, Pérdida de ingresos, Responsabilidad civil, Daños eléctricos","Cancelación por mutuo acuerdo, Gastos de defensa incluidos, Texto LMA 6000A","Contaminación, Inestabilidad política, Actos delictivos, Daños intencionales, Negligencia grave","General: USD 4,000; Robo: USD 58,000; Terremoto: USD 57,000; Daños eléctricos: USD 2,000; Pérdida de ingresos: USD 60,000",3005744,80% parte del 100%,Suma Directa,Estados Unidos,Leyes de Canadá,60 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks), NMA 2962 (Exclusión de Daños por Agua)",
324,Nota,,,Reaseguro Facultativo de Salud,"Mutua Mexicana, Compañía de Seguros del Valle",Transportes Beta,"Boulevard Hidalgo 812, Col. Juárez, Monterrey, México",2024-07-21,2027-01-20,Servicios financieros,1486099,Incendios y daños por agua,1000000,"Pérdida de ingresos, Terremoto, Agua, Daños eléctricos, Robo, Vandalismo, Responsabilidad civil, Incendio","Arbitraje internacional, Cancelación por mutuo acuerdo","Contaminación, Inestabilidad política, Guerra y terrorismo, Actos delictivos, Negligencia grave","General: USD 41,000; Robo: USD 23,000; Terremoto: USD 48,000; Daños eléctricos: USD 56,000; Pérdida de ingresos: USD 76,000",7097439,100% parte del 100%,Suma Directa,Canadá,Leyes de Canadá,30 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua)",Reasegurador 9 30% parte del 100%; Reasegurador 14 61% parte del 100%; Reasegurador 1 9% parte del 100%
324,Cotizacion,Reasegurador 9,30,Reaseguro Facultativo de Salud,"Mutua Mexicana, Compañía de Seguros del Valle",Transportes Beta,"Calle Insurgentes 642, Col. Roma, Querétaro, México",2024-07-21,2027-01-20,Servicios financieros,1486099,Incendios y daños por agua,1000000,"Pérdida de ingresos, Terremoto, Agua, Daños eléctricos, Robo, Vandalismo, Responsabilidad civil, Incendio","Arbitraje internacional, Cancelación por mutuo acuerdo","Contaminación, Inestabilidad política, Guerra y terrorismo, Actos delictivos, Negligencia grave","General: USD 41,000; Robo: USD 23,000; Terremoto: USD 48,000; Daños eléctricos: USD 56,000; Pérdida de ingresos: USD 76,000",2129231,30% parte del 100%,Suma Directa,Canadá,Leyes de Canadá,30 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua)",
324,Cotizacion,Reasegurador 14,61,Reaseguro Facultativo de Salud,"Mutua Mexicana, Compañía de Seguros del Valle",Transportes Beta,"Boulevard Hidalgo 812, Col. Juárez, Monterrey, México",2024-07-21,2027-01-20,Servicios financieros,7305972,Incendios y daños por agua,1000000,"Pérdida de ingresos, Terremoto, Agua, Daños eléctricos, Robo, Vandalismo, Responsabilidad civil, Incendio","Arbitraje internacional, Cancelación por mutuo acuerdo","Actos delictivos, Daños intencionales, Guerra y terrorismo","General: USD 41,000; Robo: USD 23,000; Terremoto: USD 48,000; Daños eléctricos: USD 56,000; Pérdida de ingresos: USD 76,000",4329437,61% parte del 100%,Suma Directa,Canadá,Leyes de Canadá,30 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua)",
324,Cotizacion,Reasegurador 1,9,Reaseguro Facultativo de Salud,"Mutua Mexicana, Compañía de Seguros del Valle",Transportes Beta,"Boulevard Hidalgo 812, Col. Juárez, Monterrey, México",2024-07-21,2027-01-20,Servicios financieros,1486099,Incendios y daños por agua,1000000,"Vandalismo, Pérdida de ingresos, Responsabilidad civil","Arbitraje internacional, Cancelación por mutuo acuerdo","Contaminación, Daños intencionales","General: USD 41,000; Robo: USD 23,000; Terremoto: USD 48,000; Daños eléctricos: USD 56,000; Pérdida de ingresos: USD 76,000",638769,9% parte del 100%,Suma Directa,Canadá,Leyes de Canadá,30 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua)",
325,Nota,,,Reaseguro Facultativo Todo Riesgo,"Promex, Compañía de Seguros del Valle",Retail Gamma,"Av. Unión 903, Col. Juárez, Guadalajara, México",2025-04-06,2027-02-28,Servicios financieros,5299521,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,2500000,"Agua, Terremoto, Robo, Responsabilidad civil, Daños eléctricos, Incendio, Vandalismo, Pérdida de ingresos","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Gastos de defensa incluidos, Texto LMA 6000A","Actos delictivos, Guerra y terrorismo, Contaminación, Negligencia grave, Daños intencionales","General: USD 90,000; Robo: USD 75,000; Terremoto: USD 11,000; Daños eléctricos: USD 53,000; Pérdida de ingresos: USD 95,000",2410020,100% parte del 100%,Suma Agregada,Estados Unidos,Leyes de Estados Unidos,90 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones)",Epsilon 48% parte del 100%; Theta 21% parte del 100%; Reasegurador 7 31% parte del 100%
325,Cotizacion,Epsilon,48,Reaseguro Facultativo Todo Riesgo,"Promex, Compañía de Seguros del Valle",Retail Gamma,"Av. Unión 903, Col. Juárez, Guadalajara, México",2025-04-06,2027-02-28,Servicios financieros,5299521,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,2500000,"Agua, Terremoto, Robo, Responsabilidad civil, Daños eléctricos, Incendio, Vandalismo, Pérdida de ingresos","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Gastos de defensa incluidos, Texto LMA 6000A","Actos delictivos, Guerra y terrorismo, Contaminación, Negligencia grave, Daños intencionales","General: USD 90,000; Robo: USD 75,000; Terremoto: USD 11,000; Daños eléctricos: USD 53,000; Pérdida de ingresos: USD 95,000",1156809,48% parte del 100%,Suma Agregada,Estados Unidos,Leyes de Estados Unidos,90 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones)",
325,Cotizacion,Theta,21,Reaseguro Facultativo Todo Riesgo,"Promex, Compañía de Seguros del Valle",Retail Gamma,"Av. Unión 903, Col. Juárez, Guadalajara, México",2025-04-06,2027-02-28,Servicios financieros,5299521,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,2500000,"Agua, Terremoto, Robo, Responsabilidad civil, Daños eléctricos, Incendio, Vandalismo, Pérdida de ingresos","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Gastos de defensa incluidos, Texto LMA 6000A","Actos delictivos, Guerra y terrorismo, Contaminación, Negligencia grave, Daños intencionales","General: USD 90,000; Robo: USD 75,000; Terremoto: USD 11,000; Daños eléctricos: USD 53,000; Pérdida de ingresos: USD 95,000",506104,21% parte del 100%,Suma Agregada,Estados Unidos,Leyes de Estados Unidos,90 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones)",
325,Cotizacion,Reasegurador 7,31,Reaseguro Facultativo Todo Riesgo,"Promex, Compañía de Seguros del Valle",Retail Gamma,"Av. Unión 903, Col. Juárez, Guadalajara, México",2025-04-06,2027-02-28,Servicios financieros,5299521,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,2500000,"Agua, Terremoto, Robo, Responsabilidad civil, Daños eléctricos, Incendio, Vandalismo, Pérdida de ingresos","Sujeto a LMA 2001, Cancelación por mutuo acuerdo, Gastos de defensa incluidos, Texto LMA 6000A","Actos delictivos, Guerra y terrorismo, Contaminación, Negligencia grave, Daños intencionales","General: USD 90,000; Robo: USD 75,000; Terremoto: USD 11,000; Daños eléctricos: USD 53,000; Pérdida de ingresos: USD 95,000",747106,31% parte del 100%,Suma Agregada,Estados Unidos,Leyes de Estados Unidos,90 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 464 (Exclusión de Guerra y Guerra Civil), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones)",
326,Nota,,,Reaseguro Facultativo Todo Riesgo,"Promex, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Av. Unión 461, Col. Centro, Puebla, México",2024-07-25,2026-04-28,Comercio minorista,18945895,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,5000000,"Responsabilidad civil, Agua, Incendio, Terremoto, Daños eléctricos, Pérdida de ingresos, Robo","Sujeto a LMA 2001, Gastos de defensa incluidos","Negligencia grave, Guerra y terrorismo, Daños intencionales, Contaminación, Inestabilidad política","General: USD 73,000; Robo: USD 4,000; Terremoto: USD 59,000; Daños eléctricos: USD 83,000; Pérdida de ingresos: USD 0",4288181,100% parte del 100%,Suma Directa,México,Leyes de Canadá,45 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones)",Navys 27% parte del 100%; Reasegurador 14 32% parte del 100%; Reasegurador 11 6% parte del 100%; Reasegurador 2 14% parte del 100%; Reasegurador 16 7% parte del 100%; Atlas 14% parte del 100%
326,Cotizacion,Navys,27,Reaseguro Facultativo Todo Riesgo,"Promex, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Av. Unión 461, Col. Centro, Puebla, México",2024-07-25,2026-04-28,Comercio minorista,18945895,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,5000000,"Responsabilidad civil, Agua, Incendio, Terremoto, Daños eléctricos, Pérdida de ingresos, Robo","Sujeto a LMA 2001, Gastos de defensa incluidos","Negligencia grave, Guerra y terrorismo, Daños intencionales, Contaminación, Inestabilidad política","General: USD 73,000; Robo: USD 4,000; Terremoto: USD 59,000; Daños eléctricos: USD 83,000; Pérdida de ingresos: USD 0",1157808,27% parte del 100%,Suma Directa,México,Leyes de Canadá,45 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones)",
326,Cotizacion,Reasegurador 14,32,Reaseguro Facultativo Todo Riesgo,"Promex, Seguros Central, S.A.","Servicios Integrales del Valle, S.A. de C.V.","Av. Unión 461, Col. Centro, Puebla, México",2024-07-25,2026-04-28,Comercio minorista,18945895,Daños materiales y pérdidas por cualquier causa en inmuebles y activos,5000000,"Responsabilidad civil, Agua, Incendio, Terremoto, Daños eléctricos, Pérdida de ingresos, Robo","Sujeto a LMA 2001, Gastos de defensa incluidos","Negligencia grave, Guerra y terrorismo, Daños intencionales, Contaminación, Inestabilidad política","General: USD 73,000; Robo: USD 4,000; Terremoto: USD 59,000; Daños eléctricos: USD 83,000; Pérdida de ingresos: USD 0",1372217,32% parte del 100%,Suma Directa,México,Leyes de Canadá,45 días,"NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones)",
